JP07a,JP08a,BS04fb,JP05a,BS04fc,JP05b,JP07a_GL03_01,JP07a_GL03_03,GL05c_01,GE23c_01,GE09eR_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,JP05a_01,JP05a_02,JP05a_03,GE05ku_01,GE05kw_01,JP02j_BS09_01,JP02j_BS09_02,JP06f_GE24_01,JP06f_GE24_02,JP05b_01,JP05b_02,JP05b_03,GE05kz_01,GE05kB_01,JP02k_BS09_01,JP02k_BS09_02,BS04fb_01,BS04fb_02,BS04fb_03,BS04fc_01,BS04fc_02,BS04fc_03
2808,1.0,,,,1.0,,,,,,,,,,,,,,,,,,13,"Nakamura Industries Co., Ltd.",sub-account,,,,,,,,,,
2808,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,2.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,708722.0,64429.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,708722.0,0.0,O,Exempt,,,,,,
2808,2.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2808,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,3.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,3306604.0,300600.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,3306604.0,0.0,O,Exempt,,,,,,
2808,3.0,,,,1.0,,,,,,,,,,,,,,,,,,14,West LLC,sub-account,,,,,,,,,,
2808,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,4.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,3861324.0,351029.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,3861324.0,0.0,O,Exempt,,,,,,
2808,4.0,,,,1.0,,,,,,,,,,,,,,,,,,3,"Check Co., Ltd.",sub-account,,,,,,,,,,
2808,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,5.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,7758109.0,705282.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,7758109.0,0.0,O,Exempt,,,,,,
2808,5.0,,,,1.0,,,,,,,,,,,,,,,,,,1,"Y2 Co., Ltd.",sub-account,,,,,,,,,,
2808,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,6.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,5736237.0,521476.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,5736237.0,0.0,O,Exempt,,,,,,
2808,6.0,,,,1.0,,,,,,,,,,,,,,,,,,11,"Matsumura Co., Ltd.",sub-account,,,,,,,,,,
2808,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,7.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,371183.0,33743.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,371183.0,0.0,O,Exempt,,,,,,
2808,7.0,,,,1.0,,,,,,,,,,,,,,,,,,12,"Arie Co., Ltd.",sub-account,,,,,,,,,,
2808,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2808,8.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,46267.0,4206.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,46267.0,0.0,O,Exempt,,,,,,
2808,8.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2808,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2808,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2809,,,,,,123,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2809,1.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,2437314.0,221574.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,2437314.0,0.0,O,Exempt,,,,,,
2809,1.0,,,,1.0,,,,,,,,,,,,,,,,,,9,"Saito Industries Co., Ltd.",sub-account,,,,,,,,,,
2809,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2809,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2809,2.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,1591695.0,144699.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1591695.0,0.0,O,Exempt,,,,,,
2809,2.0,,,,1.0,,,,,,,,,,,,,,,,,,15,"Hanamaru Trading Co., Ltd.",sub-account,,,,,,,,,,
2809,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2809,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2809,3.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,4231805.0,384709.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,4231805.0,0.0,O,Exempt,,,,,,
2809,3.0,,,,1.0,,,,,,,,,,,,,,,,,,7,"Sunset Co., Ltd.",sub-account,,,,,,,,,,
2809,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2809,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2809,4.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,102816.0,9346.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,102816.0,0.0,O,Exempt,,,,,,
2809,4.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2809,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2809,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2809,5.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,320719.0,29156.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,320719.0,0.0,O,Exempt,,,,,,
2809,5.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2809,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department,,,
2809,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,,,,,,124,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2810,1.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,4615320.0,419574.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,4615320.0,0.0,O,Exempt,,,,,,
2810,1.0,,,,1.0,,,,,,,,,,,,,,,,,,6,"Hanada Co., Ltd.",sub-account,,,,,,,,,,
2810,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,2.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,4402685.0,400244.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,4402685.0,0.0,O,Exempt,,,,,,
2810,2.0,,,,1.0,,,,,,,,,,,,,,,,,,5,"Kofujimaru Co., Ltd.",sub-account,,,,,,,,,,
2810,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,3.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,1057191.0,96108.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,1057191.0,0.0,O,Exempt,,,,,,
2810,3.0,,,,1.0,,,,,,,,,,,,,,,,,,4,"Attach Co., Ltd.",sub-account,,,,,,,,,,
2810,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,4.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,154224.0,14020.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,154224.0,0.0,O,Exempt,,,,,,
2810,4.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2810,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,5.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,3725251.0,338659.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,3725251.0,0.0,O,Exempt,,,,,,
2810,5.0,,,,1.0,,,,,,,,,,,,,,,,,,10,"Suzuki Sales Co., Ltd.",sub-account,,,,,,,,,,
2810,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,6.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,619008.0,56273.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,619008.0,0.0,O,Exempt,,,,,,
2810,6.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2810,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department,,,
2810,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2810,7.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10B100040,Accounts payable - trade,,,,42840.0,0.0,O,Exempt,10E100120,Purchase allowance and returns,,,,42840.0,3894.0,S10,Standard 10%,,,,,,
2810,7.0,,1.0,,,,,,,,,,,10,"Suzuki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2810,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2810,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2811,,,,,,125,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2811,1.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,217551.0,19777.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,217551.0,0.0,O,Exempt,,,,,,
2811,1.0,,,,1.0,,,,,,,,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,
2811,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2811,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2811,2.0,,,,,,,,,,Purchases for the period from March 1th to March 31th,10E100130,Cost of purchased goods,,,,102816.0,9346.0,S10,Standard 10%,10B100040,Accounts payable - trade,,,,102816.0,0.0,O,Exempt,,,,,,
2811,2.0,,,,1.0,,,,,,,,,,,,,,,,,,8,"Yamashita Co., Ltd.",sub-account,,,,,,,,,,
2811,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2811,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2812,,,,,,126,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2812,1.0,,,,,,,,,,"March 31th Slip No. 354 Pole Co., Ltd.",10B100040,Accounts payable - trade,,,,1586888.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1586888.0,0.0,O,Exempt,,,,,,
2812,1.0,,1.0,,,,,,,,,,,2,"Pole Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2812,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2812,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2812,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2813,,,,,,127,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2813,1.0,,,,,,,,,,"March 31th Slip No. 355 Kofujimaru Co., Ltd.",10B100040,Accounts payable - trade,,,,4236496.0,0.0,O,Exempt,10B100030,Notes payable - trade,,,,4236496.0,0.0,O,Exempt,,,,,,
2813,1.0,,1.0,,,,,,,,,,,5,"Kofujimaru Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2813,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2813,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2814,,,,,,128,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2814,1.0,,,,,,,,,,"March 31th Slip No. 356 Sunset Co., Ltd.",10B100040,Accounts payable - trade,,,,3221820.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,3221820.0,0.0,O,Exempt,,,,,,
2814,1.0,,1.0,,,,,,,,,,,7,"Sunset Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2814,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2814,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2814,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2815,,,,,,129,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2815,1.0,,,,,,,,,,"March 31th Slip No. 357 Saito Industries Co., Ltd.",10B100040,Accounts payable - trade,,,,2042022.0,0.0,O,Exempt,10B100030,Notes payable - trade,,,,2042022.0,0.0,O,Exempt,,,,,,
2815,1.0,,1.0,,,,,,,,,,,9,"Saito Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2815,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2815,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2816,,,,,,130,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2816,1.0,,,,,,,,,,"March 31th Slip No. 358 Suzuki Sales Co., Ltd.",10B100040,Accounts payable - trade,,,,2656388.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,2656388.0,0.0,O,Exempt,,,,,,
2816,1.0,,1.0,,,,,,,,,,,10,"Suzuki Sales Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2816,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2816,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2816,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2817,,,,,,131,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2817,1.0,,,,,,,,,,"March 31th Slip No. 359 Arie Co., Ltd.",10B100040,Accounts payable - trade,,,,255528.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,255528.0,0.0,O,Exempt,,,,,,
2817,1.0,,1.0,,,,,,,,,,,12,"Arie Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2817,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2817,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2817,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2818,,,,,,132,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2818,1.0,,,,,,,,,,"March 31th Slip No. 360 Nakamura Industries Co., Ltd.",10B100040,Accounts payable - trade,,,,1909347.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1909347.0,0.0,O,Exempt,,,,,,
2818,1.0,,1.0,,,,,,,,,,,13,"Nakamura Industries Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2818,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2818,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2818,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2819,,,,,,133,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2819,1.0,,,,,,,,,,March 31th Slip No. 361 West LLC,10B100040,Accounts payable - trade,,,,3385746.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,3385746.0,0.0,O,Exempt,,,,,,
2819,1.0,,1.0,,,,,,,,,,,14,West LLC,sub-account,,,,,,,,,,,,,,,,,,,
2819,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2819,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2819,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2820,,,,,,134,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2820,1.0,,,,,,,,,,"March 31th Slip No. 362 Hanamaru Trading Co., Ltd.",10B100040,Accounts payable - trade,,,,1144940.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,1144940.0,0.0,O,Exempt,,,,,,
2820,1.0,,1.0,,,,,,,,,,,15,"Hanamaru Trading Co., Ltd.",sub-account,,,,,,,,,,,,,,,,,,,
2820,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2820,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2820,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2821,,,,,,135,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2821,1.0,,,,,,,,,,Payment for February,10B100630,Accounts payable - other,,,,7030303.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,7030303.0,0.0,O,Exempt,,,,,,
2821,1.0,,,,1.0,,,,,,,,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,
2821,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2821,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2822,,,,,,137,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2822,1.0,,,,,,,,,,Date of bill dates Koto Maru,10B100030,Notes payable - trade,,,,4897778.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,4897778.0,0.0,O,Exempt,,,,,,
2822,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2822,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2822,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2822,2.0,,,,,,,,,,Date of bill dates Saito Sangyo,10B100030,Notes payable - trade,,,,2224739.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,2224739.0,0.0,O,Exempt,,,,,,
2822,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2822,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2822,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2822,3.0,,,,,,,,,,Salugary date of falling day Suzuki Sales,10B100030,Notes payable - trade,,,,3791833.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,3791833.0,0.0,O,Exempt,,,,,,
2822,3.0,,,,1.0,,,,,,,,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,
2822,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2822,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2823,,,,,,138,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2823,1.0,,,,,,,,,,Last -end stock (Sapporo),10A100280,Merchandise,,,,63025546.0,0.0,O,Exempt,10E100140,Ending merchandise inventory,,,,7889283.0,0.0,O,Exempt,,,,,,
2823,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2823,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,010,Sapporo Sales Office,department
2823,2.0,,,,,,,,,,Last -end inventory (Tokyo),,,,,,,,,,10E100140,Ending merchandise inventory,,,,32429735.0,0.0,O,Exempt,,,,,,
2823,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department
2823,3.0,,,,,,,,,,Last -end stock (Nagoya),,,,,,,,,,10E100140,Ending merchandise inventory,,,,6035795.0,0.0,O,Exempt,,,,,,
2823,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,030,Nagoya Branch,department
2823,4.0,,,,,,,,,,Final Inventory (Osaka),,,,,,,,,,10E100140,Ending merchandise inventory,,,,12830339.0,0.0,O,Exempt,,,,,,
2823,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,040,Osaka Branch,department
2823,5.0,,,,,,,,,,Last -end stock (Kyushu),,,,,,,,,,10E100140,Ending merchandise inventory,,,,3840394.0,0.0,O,Exempt,,,,,,
2823,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department
2824,,,,,,141,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2824,1.0,,,,,,,,,,Maji department store Momiji department store,10A100020,Cash and deposits,,,,18386056.0,0.0,O,Exempt,10A100060,Notes receivable - trade,,,,18386056.0,0.0,O,Exempt,,,,,,
2824,1.0,,1.0,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,,,,,,,,,,
2824,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2824,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2825,,,,,,143,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2825,1.0,,,,,,,,,,Fund Transfer,10A100020,Cash and deposits,,,,14000000.0,0.0,O,Exempt,10A100020,Cash and deposits,,,,5000000.0,0.0,O,Exempt,,,,,,
2825,1.0,,1.0,,,,,,,,,,,1,Mizuho Bank,sub-account,,,,,,,,,,,,,,,,,,,
2825,1.0,,,,1.0,,,,,,,,,,,,,,,,,,10,Hokkaido Station Front,sub-account,,,,,,,,,,
2825,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2825,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2825,2.0,,,,,,,,,,Fund Transfer,,,,,,,,,,10A100020,Cash and deposits,,,,6000000.0,0.0,O,Exempt,,,,,,
2825,2.0,,,,1.0,,,,,,,,,,,,,,,,,,40,Mitsubishi Tokyo Umeda,sub-account,,,,,,,,,,
2825,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2825,3.0,,,,,,,,,,,,,,,,,,,,10A100020,Cash and deposits,,,,3000000.0,0.0,O,Exempt,,,,,,
2825,3.0,,,,1.0,,,,,,,,,,,,,,,,,,50,Fukuoka Kitakyushu,sub-account,,,,,,,,,,
2825,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2826,,,,,,145,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2826,1.0,,,,,,,,,,Freight,10E200870,Freight costs,,,,635600.0,57781.0,S10,Standard 10%,10B100630,Accounts payable - other,,,,635600.0,0.0,O,Exempt,,,,,,
2826,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,050,Kyushu Sales Office,department,,,
2826,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2827,,,,,,146,2022-03-31,2021-02-01,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
2827,1.0,,,,,,,,,,Loan Repayment,10A100020,Cash and deposits,,,,40000.0,0.0,O,Exempt,10A100610,Short-term loans receivable,,,,90000.0,0.0,O,Exempt,,,,,,
2827,1.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2827,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2827,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2827,2.0,,,,,,,,,,Loan Repayment,10A100020,Cash and deposits,,,,50000.0,0.0,O,Exempt,,,,,,,,,,,,,,,
2827,2.0,,1.0,,,,,,,,,,,20,Mizuho Main Branch,sub-account,,,,,,,,,,,,,,,,,,,
2827,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department,,,
2828,,,,,,149,2022-03-31,2021-02-01,1,31,,,,,,,,,,,,,,,,,,,,,,,,,
2828,1.0,,,,,,,,,,Depreciation Expense,10E200220,Depreciation,,,,164000.0,0.0,O,Exempt,10A210130,Structures,,,,164000.0,0.0,O,Exempt,,,,,,
2828,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,020,Tokyo Branch,department,,,
2828,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000,Common Department,department
2828,2.0,,,,,,,,,,Depreciation Expense,10E200220,Depreciation,,,,955962.0,0.0,O,Exempt,10A210410,"Tools, furniture and fixtures",,,,955962.0,0.0,O,Exempt,,,,,,
